"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
8.943992454E1,-2.230449062E0,4.494079319E-1,9.341553242E0
8.944989454E1,-2.398201001E0,-3.427728447E-1,9.325178114E0
8.945986454E1,-2.640620130E0,-1.188624921E0,8.658267501E0
8.946983554E1,-2.757147829E0,-1.809352764E0,7.663801714E0
8.947980554E1,-2.558867869E0,-2.113426981E0,6.506642999E0
8.948977654E1,-2.015327952E0,-2.036231748E0,5.211489410E0
8.949974654E1,-1.253981297E0,-1.603260339E0,3.942155955E0
8.950971654E1,-3.942204487E-1,-1.069265708E0,2.834338385E0
8.951968754E1,4.361327058E-1,-6.531062141E-1,1.997386063E0
8.952965754E1,1.077207470E0,-3.483914343E-1,1.472275692E0
8.953962854E1,1.472461048E0,-3.176236778E-1,1.102844514E0
8.954959854E1,1.655670395E0,-5.379216206E-1,6.402075487E-1
8.955956854E1,1.559115323E0,-8.492779604E-1,1.080331564E-1
8.956953954E1,1.249280428E0,-1.220238478E0,-4.435493141E-1
8.957950954E1,8.030483385E-1,-1.504180147E0,-1.061411144E0
8.958947954E1,4.124066050E-1,-1.741967404E0,-1.720371882E0
8.959945054E1,1.209635429E-1,-1.955628757E0,-2.307248147E0
8.960942054E1,-9.106862962E-2,-2.012894340E0,-2.781019964E0
8.961939154E1,-2.186031273E-1,-1.935049481E0,-2.939968920E0
8.962936154E1,-2.042697014E-1,-1.856666678E0,-2.840838150E0
8.963933154E1,-2.635705546E-3,-1.785236800E0,-2.600184295E0
8.964930254E1,2.140294352E-1,-1.774589020E0,-2.474542834E0
8.965927254E1,3.812475237E-1,-1.934836350E0,-2.580082152E0
8.966924354E1,5.827199902E-1,-2.130259361E0,-2.921188248E0
8.967921354E1,7.949539648E-1,-2.153512276E0,-3.199549627E0
8.968918354E1,1.063917114E0,-2.020137286E0,-3.473486418E0
8.969915454E1,1.265790626E0,-1.772765273E0,-3.680479022E0
8.970912454E1,1.352252381E0,-1.545503882E0,-3.654982238E0
8.971909554E1,1.325509702E0,-1.435456067E0,-3.428036011E0
8.972906554E1,1.190039509E0,-1.584289048E0,-3.231946126E0
8.973903554E1,1.123613531E0,-1.733738033E0,-2.989034076E0
8.974900654E1,1.285915866E0,-1.871668295E0,-2.611434923E0
8.975897654E1,1.488551563E0,-1.844610597E0,-2.004403306E0
8.976894654E1,1.560516315E0,-1.746363925E0,-1.391606920E0
8.977891754E1,1.581335181E0,-1.678812212E0,-7.868767673E-1
8.978888754E1,1.569691766E0,-1.785246448E0,8.878061414E-2
8.979885854E1,1.486606340E0,-2.184962402E0,7.111032844E-1
8.980882854E1,1.291389298E0,-2.573164896E0,9.571348232E-1
8.981879854E1,1.188364867E0,-2.775424764E0,1.102021226E0
8.982876954E1,1.329790156E0,-2.782360438E0,1.136977635E0
8.983873954E1,1.573979091E0,-2.515594088E0,1.276278192E0
8.984871054E1,1.832653772E0,-2.207401677E0,1.425261739E0
8.985868054E1,2.202504341E0,-2.076162968E0,1.565896046E0
8.986865054E1,2.446827470E0,-1.951291292E0,1.544328007E0
8.987862154E1,2.405035812E0,-1.587637748E0,1.033657919E0
8.988859154E1,2.282706505E0,-1.040766087E0,2.632995361E-1
8.989856154E1,2.121296310E0,-3.646610194E-1,-2.814580643E-1
8.990853254E1,1.946511340E0,3.503721786E-1,-3.759128165E-1
8.991850254E1,1.934767646E0,8.337424931E-1,1.921079314E-1
8.992847354E1,1.909393361E0,9.932896194E-1,1.757349674E0
8.993844354E1,1.604150139E0,5.399336475E-1,4.170742326E0
8.994841354E1,1.073050026E0,-6.312569234E-1,6.624519943E0
8.995838454E1,3.681291492E-1,-1.866948130E0,8.293284300E0
8.996835454E1,-3.786001603E-1,-2.661769217E0,8.730204041E0
8.997832554E1,-6.402233362E-1,-2.761482955E0,7.644963740E0
8.998829554E1,-4.411466201E-1,-2.077732653E0,5.300575249E0
8.999826554E1,-1.111353236E-1,-8.239323270E-1,2.537525532E0
9.000823654E1,4.345090071E-1,7.611034101E-1,5.537207973E-1
9.001820654E1,1.143406064E0,2.152778450E0,-5.686300278E-2
9.002817754E1,2.114872851E0,2.871165318E0,3.251168847E-1
9.003814754E1,2.754640543E0,2.846458201E0,1.050451707E0
9.004811754E1,2.705733847E0,2.315924245E0,1.561156293E0
9.005808854E1,2.293742248E0,1.749353314E0,1.674440834E0
9.006805854E1,1.598184079E0,1.369460006E0,1.314655808E0
9.007802854E1,7.366826601E-1,8.630632098E-1,4.912701952E-1
9.008799954E1,-1.223532433E-1,1.847435094E-1,-5.959458804E-1
9.009796954E1,-8.855311359E-1,-4.892061281E-1,-1.851151877E0
9.010794054E1,-1.428130529E0,-9.032720268E-1,-2.883057386E0
9.011791054E1,-1.937986830E0,-9.127839848E-1,-3.707207229E0
9.012788054E1,-2.381489367E0,-5.752088763E-1,-4.121893517E0
9.013785154E1,-2.371657858E0,-2.100261390E-1,-3.974834290E0
9.014782154E1,-1.898329698E0,-2.444384649E-2,-3.587156875E0
9.015779254E1,-1.607239808E0,2.383614537E-1,-3.407967782E0
9.016776254E1,-1.565001276E0,5.226606801E-1,-3.427396325E0
9.017773254E1,-1.409139211E0,8.135269144E-1,-3.664128453E0
9.018770354E1,-1.273465682E0,1.142390695E0,-4.045500814E0
9.019767354E1,-1.289392620E0,1.539087439E0,-4.462373961E0
9.020764354E1,-1.490349874E0,1.905823343E0,-4.886241547E0
9.021761454E1,-1.776960066E0,2.187189314E0,-5.287127237E0
9.022758454E1,-2.112305777E0,2.447723117E0,-5.391901740E0
9.023755554E1,-2.381842831E0,2.702674876E0,-5.176306129E0
9.024752554E1,-2.429729773E0,2.996358006E0,-4.707198635E0
9.025749517E1,-2.293545197E0,3.306095252E0,-4.016465296E0
9.026746617E1,-2.201817001E0,3.540017500E0,-2.972320980E0
9.027743617E1,-2.140498420E0,3.437267887E0,-1.771795805E0
9.028740717E1,-2.135184032E0,3.052478413E0,-5.974263954E-1
9.029737717E1,-2.036773492E0,2.595428462E0,6.794119602E-1
9.030734717E1,-2.012648173E0,2.160513439E0,1.691728127E0
9.031731817E1,-2.405829571E0,1.693053691E0,2.153934737E0
9.032728817E1,-3.066155342E0,1.191090985E0,2.347589257E0
9.033725817E1,-3.399732271E0,5.928421783E-1,2.604929895E0
9.034722917E1,-3.454231829E0,2.664105472E-1,2.529769201E0
9.035719917E1,-3.484060815E0,4.502578247E-1,2.078009226E0
9.036717017E1,-3.357104023E0,9.030694208E-1,1.307093604E0
9.037714017E1,-3.127344408E0,1.298518662E0,4.069206011E-1
9.038711017E1,-2.966926631E0,1.753705105E0,-3.424731749E-1
9.039708117E1,-2.803491983E0,2.352138975E0,-2.840787864E-1
9.040705117E1,-2.513576506E0,2.671459807E0,1.393831201E0
9.041702117E1,-2.194509005E0,2.298726414E0,4.055777881E0
9.042699217E1,-2.105530755E0,1.483341840E0,6.763914641E0
9.043696217E1,-2.360061660E0,4.077079287E-1,8.860053744E0
9.044693317E1,-2.669078529E0,-5.288803634E-1,1.007085131E1
9.045690317E1,-3.107097254E0,-1.302210301E0,1.019317506E1
9.046687317E1,-3.240250341E0,-1.897474981E0,9.194315089E0
9.047684417E1,-2.847109873E0,-2.068389679E0,7.272962710E0
9.048681417E1,-2.069784387E0,-1.570507453E0,5.301317260E0
9.049678517E1,-9.334294800E-1,-8.272544226E-1,3.720141855E0
9.050675517E1,9.364147760E-2,-1.806000262E-2,2.569586985E0
9.051672517E1,9.851669598E-1,5.616420203E-1,2.102324873E0
9.052669617E1,1.477149931E0,4.358350825E-1,1.919421043E0
9.053666617E1,1.466217976E0,-1.605057773E-1,1.840193025E0
9.054663717E1,1.341566887E0,-7.146633616E-1,1.861598513E0
9.055660717E1,1.139849056E0,-1.174356838E0,1.611159343E0
9.056657717E1,8.435547057E-1,-1.457137543E0,8.909127671E-1
9.057654817E1,4.508701743E-1,-1.634593229E0,-1.228915161E-1
9.058651817E1,1.156891351E-1,-1.869709478E0,-1.109699205E0
9.059648817E1,-1.212701563E-1,-2.047819760E0,-1.991658715E0
9.060645917E1,-1.668437936E-1,-2.037785060E0,-2.750537260E0
9.061642917E1,-2.669063911E-1,-1.835781886E0,-3.293174660E0
9.062640017E1,-3.077509466E-1,-1.647621995E0,-3.464940128E0
9.063637017E1,-2.899892250E-1,-1.661819327E0,-3.518924546E0
9.064634017E1,-2.567640301E-1,-1.852725655E0,-3.433322479E0
9.065631117E1,-1.233553465E-1,-2.182519435E0,-3.104138271E0
9.066628117E1,5.970869645E-2,-2.475055634E0,-2.777145599E0
9.067625117E1,2.551291486E-1,-2.616522585E0,-2.756953994E0
9.068622217E1,4.949861739E-1,-2.670149154E0,-2.899368194E0
9.069619217E1,7.118227112E-1,-2.648298986E0,-3.037177711E0
9.070616317E1,8.183802496E-1,-2.492697269E0,-3.208582991E0
9.071613317E1,8.645460637E-1,-2.350461994E0,-3.263401222E0
9.072610317E1,8.736053742E-1,-2.282268549E0,-3.129630377E0
9.073607417E1,8.105350403E-1,-2.272211338E0,-2.832670174E0
9.074604417E1,8.126194265E-1,-2.431373133E0,-2.506525349E0
9.075601417E1,7.754219256E-1,-2.587947242E0,-2.120444224E0
9.076598517E1,6.622978178E-1,-2.611743363E0,-1.584970248E0
9.077595517E1,6.043380236E-1,-2.656921583E0,-1.092030673E0
9.078592617E1,6.903851375E-1,-2.833753079E0,-4.900066119E-1
9.079589617E1,9.645459498E-1,-2.986252848E0,1.579438198E-1
9.080586617E1,1.373767503E0,-2.944127752E0,7.089269507E-1
9.081583717E1,1.792401393E0,-2.736011606E0,1.014056298E0
9.082580717E1,2.045959468E0,-2.505150376E0,1.065776090E0
9.083577817E1,2.183912242E0,-2.241116430E0,1.033124068E0
9.084574817E1,2.334367971E0,-2.044540056E0,9.332723361E-1
9.085571817E1,2.589164340E0,-1.972803783E0,7.048800927E-1
9.086568917E1,2.707735933E0,-1.793919623E0,6.020462805E-1
9.087565917E1,2.672474007E0,-1.435377714E0,4.091863972E-1
9.088562917E1,2.492853389E0,-9.734280896E-1,-2.082251966E-1
9.089560017E1,2.015323274E0,-2.028276318E-1,-8.528269279E-1
9.090557017E1,1.384536028E0,5.674825117E-1,-8.799176627E-1
9.091554117E1,9.892135254E-1,4.815632325E-1,1.930399776E-1
9.092551117E1,9.444081391E-1,-5.183574218E-1,2.088872184E0
9.093548117E1,7.730361155E-1,-1.104828766E0,4.002239020E0
9.094545217E1,3.758058125E-1,-1.292902704E0,5.909909499E0
9.095542217E1,-2.096044086E-3,-1.656725232E0,6.937136065E0
9.096539217E1,-2.310628495E-1,-1.862570612E0,7.111143941E0
9.097536317E1,-2.296419396E-1,-1.739085019E0,6.320655348E0
9.098533317E1,1.784141909E-1,-1.088403060E0,4.438093398E0
9.099530417E1,6.225075884E-1,-1.177994683E-1,2.334131890E0
9.100527417E1,1.254155837E0,7.255640334E-1,5.293659747E-1
9.101524417E1,1.996321577E0,1.748770639E0,-5.337566489E-1
9.102521517E1,2.565388100E0,2.525900390E0,-8.474925131E-1
9.103518517E1,2.816930054E0,2.724556619E0,-6.826372844E-1
9.104515517E1,2.642436275E0,2.396445375E0,-3.048498505E-1
9.105512617E1,1.973699577E0,1.879221436E0,1.805047166E-1
9.106509617E1,1.022837939E0,1.360412024E0,4.322899157E-1
9.107506717E1,4.858297996E-2,8.020877141E-1,2.988207865E-1
9.108503717E1,-6.768278564E-1,2.114049125E-1,-2.128064901E-1
9.109500717E1,-1.200915696E0,-1.560463983E-1,-9.181765795E-1
9.110497817E1,-1.338064551E0,-1.443867579E-1,-1.700260969E0
9.111494817E1,-1.258963564E0,2.829941279E-1,-2.592115722E0
9.112491817E1,-1.000863372E0,7.984098154E-1,-3.485508294E0
9.113488917E1,-6.971289506E-1,1.294207217E0,-4.051865509E0
9.114485917E1,-4.258795401E-1,1.677790119E0,-4.315480794E0
9.115483017E1,-2.102296221E-1,1.907927464E0,-4.430370396E0
9.116480017E1,-2.347201733E-1,2.035509909E0,-4.436411154E0
9.117477017E1,-4.555954555E-1,2.135957765E0,-4.366766138E0
9.118474117E1,-8.917057226E-1,2.128145592E0,-4.161952792E0
9.119471117E1,-1.402546768E0,1.967108595E0,-3.862301116E0
9.120468117E1,-1.860697457E0,1.805214397E0,-3.521915397E0
9.121465217E1,-2.326916572E0,1.798380756E0,-3.085190368E0
9.122462217E1,-2.719963338E0,1.828894451E0,-2.671941326E0
9.123459317E1,-2.974528304E0,1.827328859E0,-2.179063146E0
9.124456317E1,-3.112910556E0,1.872831891E0,-1.640046342E0
9.125453317E1,-3.044155194E0,2.012153498E0,-1.180200838E0
9.126450417E1,-2.862244806E0,2.245372326E0,-8.167572087E-1
9.127447417E1,-2.711804134E0,2.471245881E0,-4.993399376E-1
9.128444517E1,-2.577738296E0,2.545315485E0,-2.679375476E-1
9.129441517E1,-2.604672033E0,2.344774700E0,-2.068271273E-1
9.130438517E1,-2.751430422E0,2.007203830E0,-2.067785954E-1
9.131435617E1,-2.888131015E0,1.648461655E0,-1.835511160E-1
9.132432617E1,-2.931350124E0,1.293253244E0,-3.890094101E-2
9.133429617E1,-3.061482540E0,1.155117745E0,2.117627621E-1
9.134426717E1,-2.983995531E0,1.074777294E0,5.460796559E-1
9.135423717E1,-2.754155517E0,1.010147142E0,7.861926430E-1
9.136420817E1,-2.746463212E0,1.172971925E0,8.252801102E-1
9.137417817E1,-2.619587403E0,1.512441385E0,6.928968090E-1
9.138414817E1,-2.367615093E0,2.009156508E0,9.334214401E-1
9.139411917E1,-1.982908649E0,2.645834092E0,2.182840447E0
9.140408917E1,-1.616889175E0,2.909106731E0,4.505732235E0
9.141405917E1,-1.250264515E0,2.098219250E0,6.938728847E0
9.142403017E1,-1.485284723E0,8.477851662E-1,8.785777733E0
9.143400017E1,-2.132346670E0,-3.591839325E-1,1.007543435E1
9.144397017E1,-2.644010931E0,-1.621306016E0,1.034889811E1
9.145394117E1,-2.849013434E0,-2.526753499E0,9.387677248E0
9.146391117E1,-2.716771343E0,-2.693550588E0,7.689679152E0
9.147388217E1,-2.179655177E0,-2.314705393E0,5.632144536E0
9.148385217E1,-1.583563701E0,-1.571370209E0,3.525260589E0
9.149382217E1,-1.043405008E0,-5.418433481E-1,1.806839923E0
9.150379317E1,-2.844600248E-1,2.763031590E-1,9.272479498E-1
9.151376317E1,4.811891935E-1,6.291259056E-1,8.316412961E-1
9.152373417E1,8.035965881E-1,4.593844512E-1,1.122837898E0
9.153370417E1,5.294293439E-1,-1.853035265E-1,1.411225498E0
9.154367417E1,-9.097244292E-3,-9.668081644E-1,1.480433142E0
9.155364517E1,-5.278412401E-1,-1.521377977E0,1.322553642E0
9.156361517E1,-8.745928227E-1,-1.824961906E0,1.003110310E0
9.157358517E1,-8.571203922E-1,-2.014768958E0,4.482200700E-1
9.158355617E1,-6.678224134E-1,-2.049239171E0,-3.371563017E-1
9.159352617E1,-3.747153798E-1,-1.840277225E0,-1.239685732E0
9.160349617E1,-2.516374838E-2,-1.453828896E0,-1.905173718E0
9.161346717E1,2.959031355E-1,-1.100353307E0,-2.295177155E0
9.162343717E1,5.061370699E-1,-8.824977466E-1,-2.507417049E0
9.163340817E1,7.057552017E-1,-9.124559560E-1,-2.597123863E0
9.164337817E1,8.026132326E-1,-1.176602169E0,-2.567448074E0
9.165334817E1,7.423630840E-1,-1.428046768E0,-2.582285383E0
9.166331917E1,6.136357543E-1,-1.607041441E0,-2.616153041E0
9.167328917E1,6.660272451E-1,-1.786445419E0,-2.636789035E0
9.168325917E1,9.579342838E-1,-1.954153504E0,-2.720314171E0
9.169323017E1,1.276480214E0,-2.001033556E0,-2.912550741E0
9.170320017E1,1.521393765E0,-1.875630368E0,-3.030102580E0
9.171317117E1,1.875614581E0,-1.726165596E0,-2.964616104E0
9.172314117E1,2.342704931E0,-1.706785877E0,-2.702960220E0
9.173311117E1,2.659287659E0,-1.720569226E0,-2.222888027E0
9.174308217E1,2.853156479E0,-1.744964687E0,-1.470037962E0
9.175305217E1,3.029313206E0,-1.918926077E0,-7.103905088E-1
9.176302217E1,3.262701018E0,-2.294859358E0,-6.304877222E-2
9.177299317E1,3.204704825E0,-2.721065246E0,4.189986098E-1
9.178296317E1,2.838349867E0,-3.165291960E0,5.751432413E-1
9.179293417E1,2.322763149E0,-3.561351358E0,3.404494536E-1
9.180290417E1,1.872115168E0,-3.776975037E0,-1.673022884E-1
9.181287417E1,1.637369925E0,-3.678794731E0,-5.743860269E-1
9.182284517E1,1.632305067E0,-3.375985851E0,-9.355393016E-1
9.183281517E1,1.693752725E0,-3.003246026E0,-1.269087287E0
9.184278517E1,1.758336099E0,-2.455649895E0,-1.474249712E0
9.185275617E1,1.828140160E0,-1.768472540E0,-1.603301854E0
9.186272617E1,1.804191573E0,-1.071582668E0,-1.495832369E0
9.187269717E1,1.604427005E0,-4.593066832E-1,-1.372046814E0
9.188266717E1,1.359442848E0,4.138571531E-2,-1.447374739E0
9.189263717E1,1.177418148E0,5.812032956E-1,-1.326421575E0
9.190260817E1,9.950380830E-1,1.240231277E0,-8.549588227E-1
9.191257817E1,8.302759713E-1,1.803279553E0,1.678571892E-1
9.192254817E1,9.440410070E-1,1.866814229E0,1.903131285E0
9.193251917E1,1.004401595E0,1.368556026E0,4.041381451E0
9.194248917E1,5.618344303E-1,8.193714988E-1,6.002499574E0
9.195245917E1,-2.326675082E-1,7.225696743E-2,7.995002042E0
9.196243017E1,-8.404680336E-1,-9.481868291E-1,9.236957079E0
9.197240017E1,-1.077391072E0,-1.686149591E0,9.299325820E0
9.198237117E1,-1.005923698E0,-1.794055278E0,8.055957511E0
9.199234117E1,-7.999865171E-1,-1.066266087E0,5.691794906E0
9.200231117E1,-3.842838366E-1,5.773014486E-2,3.352056121E0
9.201228217E1,1.664502760E-1,1.022945528E0,1.159275407E0
9.202225217E1,6.364863807E-1,1.844627261E0,-4.035075814E-1
9.203222217E1,8.585737176E-1,2.259983348E0,-1.305770379E0
9.204219317E1,8.221940229E-1,2.228590817E0,-1.695315394E0
9.205216317E1,5.026355745E-1,1.979201807E0,-1.710750289E0
9.206213417E1,7.689126955E-2,1.524790997E0,-1.363407553E0
9.207210417E1,-3.007649491E-1,9.496468788E-1,-9.785806561E-1
9.208207417E1,-6.588436483E-1,4.950574368E-1,-1.000908249E0
9.209204517E1,-9.362890609E-1,2.822939238E-1,-1.305578005E0
9.210201517E1,-9.088015193E-1,2.941298577E-1,-1.788363306E0
9.211198517E1,-6.544810407E-1,4.938897479E-1,-2.305992165E0
9.212195617E1,-2.586717025E-1,7.189701283E-1,-3.023346707E0
9.213192617E1,1.927034155E-1,1.011001420E0,-3.736469035E0
9.214189617E1,5.843004195E-1,1.277019619E0,-4.233651935E0
9.215186717E1,7.826849715E-1,1.522419659E0,-4.439786752E0
9.216183717E1,6.779226013E-1,1.561437252E0,-4.520967155E0
9.217180817E1,3.390184937E-1,1.343201037E0,-4.562361349E0
9.218177817E1,-1.131554635E-1,1.061251515E0,-4.560245826E0
9.219174817E1,-5.650507278E-1,7.778013039E-1,-4.560996609E0
9.220171917E1,-1.108597151E0,5.998258004E-1,-4.505621138E0
9.221168917E1,-1.642213028E0,4.769939259E-1,-4.399153281E0
9.222165917E1,-2.021679051E0,3.615520549E-1,-4.094625612E0
9.223163017E1,-2.051463452E0,2.762613514E-1,-3.622477566E0
9.224160017E1,-1.795523221E0,2.677846429E-1,-3.268608752E0
9.225157117E1,-1.450836291E0,4.462206146E-1,-3.091539860E0
9.226154142E1,-1.252641846E0,7.802907559E-1,-3.037553102E0
9.227151142E1,-1.177216784E0,1.060855658E0,-3.155590260E0
9.228148242E1,-1.220084550E0,1.302075815E0,-3.172255994E0
9.229145242E1,-1.479534279E0,1.441297728E0,-2.883925697E0
9.230142242E1,-2.093661492E0,1.363794346E0,-2.652875310E0
9.231139342E1,-3.032424510E0,1.110481270E0,-2.699057788E0
9.232136342E1,-3.952052953E0,9.351226875E-1,-2.610380085E0
9.233133342E1,-4.684217908E0,1.038243013E0,-2.262131031E0
9.234130442E1,-4.994924330E0,1.330968662E0,-1.703600898E0
9.235127442E1,-4.562354040E0,1.766120498E0,-5.798941040E-1
9.236124542E1,-3.332196053E0,2.298256298E0,1.068245369E0
9.237121542E1,-1.957702764E0,3.160717391E0,3.261424863E0
9.238118542E1,-9.353620579E-1,4.299598002E0,5.564541952E0
9.239115642E1,-6.028850636E-1,4.824265739E0,6.830339010E0
9.240112642E1,-9.624389787E-1,4.178172676E0,7.633786787E0
9.241109642E1,-2.020713530E0,2.463459144E0,8.582701594E0
9.242106742E1,-3.709420400E0,2.213320228E-1,9.782499375E0
9.243103742E1,-5.162396187E0,-1.860426146E0,1.096593138E1
9.244100842E1,-5.850324032E0,-3.279204492E0,1.178653197E1
9.245097842E1,-5.728043550E0,-3.856463256E0,1.162653811E1
9.246094842E1,-4.509757750E0,-3.727700843E0,1.044384169E1
9.247091942E1,-2.813971656E0,-2.542008008E0,8.769634155E0
9.248088942E1,-1.469635089E0,-1.371721124E0,6.736663692E0
9.249085942E1,-3.305601674E-1,-7.790824288E-1,4.637271198E0
9.250083042E1,3.438112371E-1,-4.113139066E-1,2.917254826E0
9.251080042E1,5.531753983E-1,-4.080011666E-1,1.833572223E0
9.252077042E1,3.479140091E-1,-9.376326048E-1,1.236125947E0
9.253074142E1,-2.276907602E-2,-1.605089933E0,9.510467023E-1
9.254071142E1,-3.489035407E-1,-2.082972343E0,6.208889329E-1
9.255068242E1,-4.900922006E-1,-2.333656511E0,7.201957047E-2
9.256065242E1,-4.541104089E-1,-2.513159892E0,-7.028300589E-1
9.257062242E1,-3.213832548E-1,-2.535153902E0,-1.605880476E0
9.258059342E1,1.632517029E-2,-2.414638986E0,-2.557845776E0
9.259056342E1,3.147908480E-1,-2.183138948E0,-3.448718782E0
9.260053342E1,5.167680389E-1,-1.816684003E0,-4.205540276E0
9.261050442E1,7.540377809E-1,-1.463522117E0,-4.571806941E0
9.262047442E1,1.022699725E0,-1.289845487E0,-4.689815447E0
9.263044442E1,1.168085553E0,-1.302200069E0,-4.800251809E0
9.264041542E1,1.209753543E0,-1.305977955E0,-4.867124076E0
9.265038542E1,1.033789189E0,-1.259421839E0,-4.799021555E0
9.266035642E1,7.342493413E-1,-1.383018822E0,-4.629353483E0
9.267032642E1,4.756006075E-1,-1.545592759E0,-4.261476495E0
9.268029642E1,1.847849881E-1,-1.610644788E0,-3.727433918E0
9.269026742E1,6.244226977E-2,-1.672225324E0,-3.162141480E0
9.270023742E1,1.583129252E-1,-1.717301802E0,-2.595297192E0
9.271020742E1,3.252401879E-1,-1.704808933E0,-2.243403568E0
9.272017842E1,5.093606765E-1,-1.431251042E0,-1.978754495E0
9.273014842E1,9.189853956E-1,-9.757321849E-1,-1.599775398E0
9.274011842E1,1.207586565E0,-5.686937624E-1,-1.154081910E0
9.275008942E1,1.412588045E0,-4.422380760E-1,-6.761363500E-1
9.276005942E1,1.335955022E0,-6.138216957E-1,-2.574382871E-1
9.277003042E1,8.977834647E-1,-1.037981350E0,-6.001582146E-3
9.278000042E1,3.342619300E-1,-1.464262667E0,5.960476220E-2
9.278997042E1,-2.799328729E-1,-1.534242729E0,1.687295938E-1
9.279994142E1,-6.359421511E-1,-1.514758052E0,4.345966423E-1
9.280991142E1,-3.814679638E-1,-1.438578773E0,1.008690893E0
9.281988142E1,2.894193773E-1,-1.051304816E0,1.683425081E0
9.282985242E1,1.282562049E0,-5.628278357E-1,1.831238015E0
9.283982242E1,2.285265832E0,-1.871109009E-4,1.709904197E0
9.284979242E1,2.796019534E0,7.107644382E-1,1.589713510E0
9.285976342E1,2.697220593E0,1.331258392E0,1.352187331E0
9.286973342E1,2.403757172E0,1.632237970E0,1.276649491E0
9.287970442E1,1.812191587E0,1.253926041E0,1.866180975E0
9.288967442E1,1.448619611E0,2.605718100E-1,2.940210995E0
9.289964442E1,1.327863352E0,-4.716054243E-1,3.953255725E0
9.290961542E1,1.289231822E0,-7.208918157E-1,4.945557457E0
9.291958542E1,1.560393232E0,-9.853286353E-1,5.540735598E0
9.292955542E1,1.859219719E0,-1.165245707E0,5.886969702E0
9.293952642E1,2.086918921E0,-1.167247793E0,5.839991418E0
9.294949642E1,1.970066117E0,-9.252066869E-1,4.949601392E0
9.295946642E1,1.882420886E0,-6.258976579E-1,3.274023859E0
9.296943742E1,2.032185474E0,-3.940371385E-1,1.703458226E0
9.297940742E1,2.251393496E0,-2.310831320E-1,5.129943556E-1
9.298937742E1,2.216672730E0,1.208812433E-1,-4.541754591E-1
9.299934842E1,2.102765168E0,4.911254767E-1,-8.770250452E-1
9.300931842E1,1.956203831E0,6.557225507E-1,-7.461602658E-1
9.301928942E1,1.627718365E0,5.331713426E-1,-3.078559041E-1
9.302925942E1,1.127211615E0,2.683673179E-1,5.073336661E-2
9.303922942E1,6.485252130E-1,-2.302896649E-2,3.011491477E-2
9.304920042E1,1.948152288E-1,-2.806692749E-1,-3.406669700E-1
9.305917042E1,-5.826622490E-2,-4.797681373E-1,-1.016733738E0
9.306914042E1,-2.572049467E-1,-6.774414486E-1,-1.919912794E0
9.307911142E1,-4.261696716E-1,-9.006697235E-1,-2.977021556E0
9.308908142E1,-4.981817869E-1,-1.040948228E0,-3.895330868E0
9.309905142E1,-5.985165357E-1,-9.948049253E-1,-4.656502690E0
9.310902242E1,-5.935220268E-1,-7.942755416E-1,-5.299143265E0
9.311899242E1,-4.084394885E-1,-5.962759557E-1,-5.664386083E0
9.312896342E1,-1.196285505E-1,-4.417887175E-1,-5.744809272E0
9.313893342E1,1.753488977E-1,-2.695773992E-1,-5.540437390E0
9.314890342E1,3.639742274E-1,-5.519391507E-2,-5.173221138E0
9.315887442E1,4.135830283E-1,1.012997952E-1,-4.779880695E0
9.316884442E1,2.440218874E-1,1.349016970E-1,-4.380614099E0
9.317881442E1,6.795465924E-2,1.151971650E-1,-4.207400860E0
9.318878542E1,-2.190141500E-1,2.181426591E-1,-4.201786364E0
9.319875542E1,-6.329700114E-1,4.233960083E-1,-4.171442823E0
9.320872542E1,-1.027861574E0,5.884210986E-1,-4.182547270E0
9.321869642E1,-1.387483609E0,7.276438880E-1,-4.109824280E0
9.322866642E1,-1.749262536E0,8.612779087E-1,-3.906988462E0
9.323863742E1,-1.978151501E0,1.043557255E0,-3.638145180E0
9.324860742E1,-2.036460812E0,1.286483046E0,-3.266995506E0
9.325857742E1,-1.988056538E0,1.587531914E0,-2.727869359E0
9.326854783E1,-1.767321808E0,1.930006258E0,-2.010314841E0
9.327851783E1,-1.427693450E0,2.287919298E0,-1.236043501E0
9.328848783E1,-1.144646112E0,2.546495453E0,-4.922618830E-1
9.329845883E1,-1.247352601E0,2.649193318E0,1.465990520E-1
9.330842883E1,-1.742935703E0,2.420045322E0,5.600632721E-1
9.331839883E1,-2.540006798E0,2.116772465E0,7.967164618E-1
9.332836983E1,-3.269459522E0,1.913919398E0,8.730132705E-1
9.333833983E1,-3.524672067E0,1.645808773E0,1.014915254E0
9.334830983E1,-3.254835051E0,1.688204302E0,1.585240974E0
9.335828083E1,-2.868954194E0,2.171108594E0,2.477264128E0
9.336825083E1,-2.548265990E0,2.767291287E0,3.989333045E0
9.337822183E1,-2.163900731E0,2.812733215E0,6.193678967E0
9.338819183E1,-1.888685154E0,1.988790948E0,8.679063708E0
9.339816183E1,-2.103454555E0,7.121718630E-1,1.067785076E1
9.340813283E1,-2.744037495E0,-3.363584492E-1,1.160336443E1
9.341810283E1,-3.570541135E0,-1.156874833E0,1.137558264E1
9.342807283E1,-4.044415863E0,-1.793240761E0,1.046832398E1
9.343804383E1,-3.678079909E0,-2.082940183E0,9.107718410E0
9.344801383E1,-2.901927228E0,-1.910504040E0,7.466440644E0
9.345798383E1,-2.242728069E0,-1.353206500E0,6.100158600E0
