"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.809190079E1,-8.546563755E-1,-1.752975372E0,6.974032581E-1
4.810187179E1,-1.053271673E0,-1.937291012E0,6.919606698E-1
4.811184279E1,-1.055760394E0,-1.960646545E0,4.957725513E-1
4.812181379E1,-9.260548255E-1,-1.798400344E0,1.030922592E-1
4.813178379E1,-7.896654506E-1,-1.515576662E0,-4.717030728E-1
4.814175479E1,-7.034119300E-1,-1.312080401E0,-1.031755235E0
4.815172579E1,-6.480640139E-1,-1.263523661E0,-1.456460727E0
4.816169679E1,-6.077124152E-1,-1.299741022E0,-1.815330080E0
4.817166779E1,-5.451375233E-1,-1.461390223E0,-2.229073797E0
4.818163879E1,-4.272239977E-1,-1.631823110E0,-2.648175318E0
4.819160879E1,-4.185575105E-1,-1.623907734E0,-2.989615874E0
4.820157979E1,-3.960132781E-1,-1.481078090E0,-3.174324739E0
4.821155079E1,-2.205770925E-1,-1.355464987E0,-3.232186446E0
4.822152104E1,-1.101615429E-1,-1.251230475E0,-3.247252382E0
4.823149204E1,-4.807357784E-2,-1.084912565E0,-3.296588849E0
4.824146304E1,9.038443230E-3,-8.896026984E-1,-3.308169259E0
4.825143404E1,1.175658721E-1,-6.750578311E-1,-3.236045609E0
4.826140404E1,1.669470335E-1,-5.475131008E-1,-3.137935762E0
4.827137504E1,1.226310592E-1,-4.691569027E-1,-2.947240518E0
4.828134604E1,3.481565589E-2,-4.612073207E-1,-2.520918270E0
4.829131704E1,1.635822167E-1,-5.821289098E-1,-2.078791584E0
4.830128804E1,2.250951264E-1,-6.011548725E-1,-1.820275655E0
4.831125904E1,2.327584141E-1,-4.748936060E-1,-1.681128879E0
4.832122904E1,3.212137221E-1,-2.909779161E-1,-1.472968587E0
4.833120004E1,4.063276569E-1,-2.016941491E-1,-1.136412209E0
4.834117104E1,4.393739271E-1,-2.461397123E-1,-8.737523586E-1
4.835114204E1,3.404275631E-1,-3.064151502E-1,-6.896270460E-1
4.836111304E1,1.613614259E-1,-3.904390544E-1,-6.092173058E-1
4.837108404E1,1.480930338E-1,-4.898452288E-1,-7.081375766E-1
4.838105504E1,1.803451790E-1,-4.432958373E-1,-6.996497583E-1
4.839102504E1,2.925410961E-1,-3.136659899E-1,-5.979356879E-1
4.840099604E1,3.610262075E-1,-1.939767015E-1,-4.742232227E-1
4.841096704E1,3.006338253E-1,-1.197126773E-1,-2.577511132E-1
4.842093804E1,3.918408512E-1,-1.828506196E-1,4.641344368E-2
4.843090904E1,7.369832070E-1,-2.505727789E-1,4.498812640E-1
4.844088004E1,1.207217167E0,-2.140718275E-1,8.604698235E-1
4.845085004E1,1.678655361E0,-1.749291041E-1,1.249041277E0
4.846082104E1,1.997260494E0,-1.417546338E-1,1.566527545E0
4.847079204E1,1.962077066E0,-9.909159422E-2,1.691517043E0
4.848076304E1,1.604964948E0,-1.826357344E-1,1.649458605E0
4.849073404E1,1.204249997E0,-3.982304692E-1,1.693427913E0
4.850070504E1,1.137527566E0,-6.225898880E-1,2.302197906E0
4.851067504E1,1.298409904E0,-8.195518854E-1,3.266541177E0
4.852064604E1,1.416098567E0,-8.337354764E-1,4.373862904E0
4.853061704E1,1.624011084E0,-8.747305977E-1,5.737556385E0
4.854058804E1,1.814148942E0,-1.178955089E0,6.777471995E0
4.855055904E1,2.111730996E0,-1.640060375E0,7.053098046E0
4.856053004E1,2.410875280E0,-1.953256249E0,6.513879513E0
4.857050004E1,2.430525433E0,-1.875891446E0,4.905805746E0
4.858047104E1,2.393452916E0,-1.358138334E0,2.824478810E0
4.859044204E1,2.577968384E0,-8.365775156E-1,1.079654456E0
4.860041304E1,2.820850320E0,-4.945817658E-1,-6.059492970E-1
4.861038404E1,2.751371073E0,4.811790705E-2,-1.971746607E0
4.862035504E1,2.505898235E0,7.735477468E-1,-2.536640849E0
4.863032604E1,2.529934092E0,1.148761821E0,-2.253360207E0
4.864029604E1,2.688039003E0,9.805491212E-1,-1.417242867E0
4.865026704E1,2.474551897E0,5.058780017E-1,-5.220949620E-1
4.866023804E1,1.888483133E0,2.903522640E-2,-1.185540515E-1
4.867020904E1,1.203393819E0,-3.182516688E-1,-1.566410601E-1
4.868018004E1,6.144674476E-1,-6.171358976E-1,-4.650296456E-1
4.869015104E1,3.133148646E-1,-8.592740679E-1,-1.026336036E0
4.870012104E1,2.360107999E-2,-9.445676950E-1,-1.622025223E0
4.871009204E1,-2.878786360E-1,-8.135412401E-1,-2.145749804E0
4.872006304E1,-4.487667847E-1,-6.447403103E-1,-2.593232540E0
4.873003404E1,-3.463191079E-1,-5.129309133E-1,-2.786467815E0
4.874000504E1,-1.763629876E-1,-3.794164681E-1,-2.703551958E0
4.874997604E1,5.111847885E-2,-2.586343351E-1,-2.558509435E0
4.875994604E1,2.131719410E-1,-8.648558199E-2,-2.426898551E0
4.876991704E1,2.811280621E-1,7.335653633E-2,-2.339784393E0
4.877988804E1,3.019352328E-1,1.591553628E-1,-2.443083644E0
4.878985904E1,2.437769256E-1,1.963892627E-1,-2.734569098E0
4.879983004E1,2.067246183E-1,2.301548865E-1,-3.064816330E0
4.880980104E1,1.998376947E-1,3.051153141E-1,-3.286131688E0
4.881977104E1,1.906157219E-1,3.887492090E-1,-3.433514852E0
4.882974204E1,1.723471199E-1,5.260058722E-1,-3.633484949E0
4.883971304E1,7.919315390E-2,7.189411846E-1,-3.765130332E0
4.884968404E1,-1.211253281E-1,9.028317314E-1,-3.795474458E0
4.885965504E1,-3.622005476E-1,1.010521072E0,-3.761484593E0
4.886962604E1,-5.431890117E-1,1.152631801E0,-3.555866085E0
4.887959604E1,-6.380288762E-1,1.388809319E0,-3.043313779E0
4.888956704E1,-6.338871472E-1,1.603914058E0,-2.462404599E0
4.889953804E1,-6.374463473E-1,1.777627233E0,-2.022280583E0
4.890950904E1,-6.153516928E-1,1.987577066E0,-1.638240722E0
4.891948004E1,-6.290702840E-1,2.234526325E0,-1.277367529E0
4.892945104E1,-6.537315738E-1,2.421421464E0,-1.001666633E0
4.893942104E1,-8.424724592E-1,2.532085283E0,-7.320269608E-1
4.894939204E1,-1.169102165E0,2.480934425E0,-4.269905841E-1
4.895936304E1,-1.405131237E0,2.360620362E0,-1.483619875E-1
4.896933404E1,-1.588910102E0,2.282061850E0,4.351334167E-1
4.897930504E1,-1.576201033E0,2.224490165E0,1.281610268E0
4.898927604E1,-1.469721043E0,2.262301769E0,2.231360058E0
4.899924604E1,-1.332555304E0,2.320462269E0,2.972115743E0
4.900921704E1,-1.214320511E0,2.256003149E0,3.282526295E0
4.901918804E1,-1.474773915E0,2.187541901E0,3.158769391E0
4.902915904E1,-1.826528667E0,2.075087080E0,2.867039523E0
4.903913004E1,-2.176886666E0,1.960683967E0,2.593271132E0
4.904910104E1,-2.403228876E0,1.870887399E0,2.948491822E0
4.905907104E1,-2.206759652E0,1.705304777E0,4.300128345E0
4.906904204E1,-1.648562081E0,1.302304734E0,6.339816674E0
4.907901304E1,-1.190434342E0,6.046363047E-1,8.367116507E0
4.908898404E1,-8.881251070E-1,-3.058652195E-1,9.840113161E0
4.909895504E1,-8.737935814E-1,-1.173467477E0,1.012971289E1
4.910892604E1,-1.087798020E0,-1.796268741E0,9.024806061E0
4.911889604E1,-1.325412492E0,-2.004970779E0,7.027124714E0
4.912886704E1,-1.340306519E0,-1.974281082E0,4.996844555E0
4.913883804E1,-1.162300830E0,-1.859080994E0,3.186758843E0
4.914880904E1,-9.547399499E-1,-1.503433750E0,1.668111223E0
4.915878004E1,-6.602617443E-1,-1.079390455E0,5.488407111E-1
4.916875104E1,-3.347617938E-1,-7.066594005E-1,5.652854204E-2
4.917872104E1,9.784061898E-2,-6.416085416E-1,1.947695839E-1
4.918869204E1,4.843561916E-1,-8.417546403E-1,6.918647754E-1
4.919866304E1,5.335072286E-1,-1.117417822E0,1.223867844E0
4.920863404E1,3.101871890E-1,-1.480599495E0,1.503084086E0
4.921860504E1,5.043523170E-2,-1.832943940E0,1.345377079E0
4.922857658E1,-2.551170887E-1,-2.070286224E0,8.490747696E-1
4.923854658E1,-4.676149920E-1,-2.168576165E0,1.844293678E-1
4.924851758E1,-4.173451999E-1,-2.147132379E0,-5.812529969E-1
4.925848858E1,-3.125164639E-1,-1.921566387E0,-1.395602322E0
4.926845958E1,-2.342416883E-1,-1.618389425E0,-2.095413464E0
4.927843058E1,-1.246661095E-1,-1.346750005E0,-2.562865611E0
4.928840158E1,3.231167715E-2,-1.150381792E0,-2.901574348E0
4.929837158E1,1.227550932E-1,-9.680214617E-1,-3.174337018E0
4.930834258E1,8.639414616E-2,-8.205789489E-1,-3.343833767E0
4.931831358E1,-1.550213814E-2,-8.296304387E-1,-3.380491716E0
4.932828458E1,-1.661118684E-1,-9.693198359E-1,-3.385420334E0
4.933825558E1,-3.487359449E-1,-1.162993359E0,-3.375323946E0
4.934822658E1,-5.027786120E-1,-1.261399660E0,-3.197609521E0
4.935819658E1,-4.544993583E-1,-1.288251536E0,-2.936001585E0
4.936816758E1,-2.444653256E-1,-1.222589351E0,-2.755152467E0
4.937813858E1,-1.031620238E-1,-1.054726607E0,-2.674469662E0
4.938810958E1,-5.889209624E-2,-8.891343364E-1,-2.620161307E0
4.939808058E1,-3.472482305E-2,-8.573509187E-1,-2.633865427E0
4.940805058E1,-4.520906344E-2,-8.633481154E-1,-2.721429235E0
4.941802158E1,-1.631168697E-1,-7.816917488E-1,-2.759180614E0
4.942799258E1,-3.166405416E-1,-6.806933776E-1,-2.644439532E0
4.943796358E1,-3.500230632E-1,-6.075596201E-1,-2.366770463E0
4.944793458E1,-3.510423791E-1,-5.689495781E-1,-2.065258788E0
4.945790558E1,-4.020926283E-1,-4.829858601E-1,-1.735079969E0
4.946787558E1,-4.418589937E-1,-3.592473748E-1,-1.359265385E0
4.947784658E1,-3.330661378E-1,-2.877645788E-1,-9.640357071E-1
4.948781758E1,-1.850807111E-1,-2.073864135E-1,-6.199142021E-1
4.949778858E1,-8.946152240E-2,-1.357390183E-1,-3.906039459E-1
4.950775958E1,-5.366037313E-2,-6.819549143E-2,-3.195830798E-1
4.951773058E1,-5.069868074E-2,2.409666806E-2,-4.120626426E-1
4.952770058E1,-2.245959386E-2,1.325946781E-1,-5.021992260E-1
4.953767158E1,8.061799245E-2,1.989459577E-1,-3.539231926E-1
4.954764258E1,2.233921431E-1,2.312679040E-1,-4.371086061E-2
4.955761358E1,3.181756185E-1,2.281191784E-1,3.826470548E-1
4.956758458E1,4.296323562E-1,1.950487885E-1,1.027180374E0
4.957755558E1,6.237050251E-1,1.155146688E-1,1.690393792E0
4.958752558E1,8.781266606E-1,-5.011063814E-4,2.176406756E0
4.959749658E1,1.095652804E0,-1.275894615E-1,2.538189776E0
4.960746758E1,1.327782222E0,-2.435847715E-1,2.921685262E0
4.961743858E1,1.735809116E0,-2.577914590E-1,3.218562434E0
4.962740958E1,2.093219881E0,-8.194609612E-2,3.282186572E0
4.963738058E1,2.310065920E0,1.753965890E-1,2.917757687E0
4.964735058E1,2.458872003E0,3.575531441E-1,2.248599989E0
4.965732158E1,2.613649263E0,4.799227962E-1,1.570034121E0
4.966729258E1,2.802570170E0,6.299032930E-1,1.196841429E0
4.967726358E1,2.920916061E0,8.293050411E-1,1.395708742E0
4.968723458E1,2.958796370E0,6.841923514E-1,2.034120026E0
4.969720458E1,2.683765858E0,9.293915391E-2,2.674660866E0
4.970717558E1,2.024456040E0,-6.023903891E-1,3.214718474E0
4.971714658E1,1.350873754E0,-1.235892351E0,3.419155260E0
4.972711758E1,6.371627574E-1,-1.804047877E0,3.231116990E0
4.973708858E1,1.655122364E-1,-2.157358866E0,2.782031533E0
4.974705958E1,-4.648200229E-2,-2.249220378E0,2.042866291E0
4.975702958E1,-1.751677436E-1,-2.037580115E0,1.006442054E0
4.976700058E1,-9.151272565E-2,-1.574685581E0,1.471820194E-1
4.977697158E1,1.355323923E-1,-1.150637316E0,-4.084028703E-1
4.978694258E1,4.910406920E-1,-8.285946044E-1,-5.897478318E-1
4.979691358E1,1.025317012E0,-5.995106354E-1,-3.413838387E-1
4.980688358E1,1.394302632E0,-4.690966764E-1,2.101489305E-3
4.981685458E1,1.455476349E0,-4.017689118E-1,4.420378089E-2
4.982682558E1,1.289751639E0,-3.577525342E-1,-3.534355348E-1
4.983679658E1,9.362711538E-1,-3.975013214E-1,-1.067538441E0
4.984676758E1,6.012436771E-1,-5.193491095E-1,-1.732569759E0
4.985673858E1,3.477394697E-1,-5.921905062E-1,-2.549318781E0
4.986670858E1,1.354998672E-1,-4.953036046E-1,-3.284015581E0
4.987667958E1,-1.418826878E-1,-2.884086496E-1,-3.859253547E0
4.988665058E1,-3.065988989E-1,-1.126167887E-1,-4.162066813E0
4.989662158E1,-4.145404002E-1,7.099016815E-2,-4.047707554E0
4.990659258E1,-3.557516900E-1,8.815233082E-2,-3.598193495E0
4.991656358E1,-1.503632701E-1,-3.713771313E-2,-3.234949256E0
4.992653358E1,-1.460398389E-1,-1.592196822E-3,-3.123804211E0
4.993650458E1,-2.989269134E-1,1.934355417E-1,-3.339474083E0
4.994647558E1,-3.956780865E-1,4.300755751E-1,-3.656570342E0
4.995644658E1,-3.341217430E-1,6.411012957E-1,-3.873988531E0
4.996641758E1,-2.523571298E-1,8.264296728E-1,-3.800176789E0
4.997638758E1,-2.306706841E-1,9.721952042E-1,-3.615542184E0
4.998635858E1,-3.866519590E-1,1.036225139E0,-3.404735441E0
4.999632958E1,-6.442085791E-1,1.031658756E0,-3.135732531E0
5.000630058E1,-9.115935648E-1,1.035986280E0,-2.696348189E0
5.001627158E1,-1.209738486E0,1.073578030E0,-2.177875577E0
5.002624258E1,-1.488119746E0,1.162813265E0,-1.867894794E0
5.003621258E1,-1.773541199E0,1.298832365E0,-1.585859610E0
5.004618358E1,-1.904183492E0,1.466927828E0,-1.255958533E0
5.005615458E1,-2.011024547E0,1.642119180E0,-1.080695845E0
5.006612558E1,-2.152847739E0,1.888424076E0,-1.135310009E0
5.007609658E1,-2.344799404E0,2.120111226E0,-1.281490985E0
5.008606658E1,-2.457170756E0,2.253686482E0,-1.379811332E0
5.009603758E1,-2.463764369E0,2.319488123E0,-1.222556899E0
5.010600858E1,-2.369983654E0,2.341489149E0,-8.140020007E-1
5.011597958E1,-2.232196795E0,2.440933038E0,-2.097302699E-1
5.012595058E1,-2.214255198E0,2.551252163E0,5.969919473E-1
5.013592058E1,-2.098919016E0,2.625508879E0,1.564300926E0
5.014589158E1,-2.009015882E0,2.633782981E0,2.365167741E0
5.015586258E1,-2.028483017E0,2.440149511E0,2.841052743E0
5.016583358E1,-2.057337272E0,2.157696835E0,3.107089360E0
5.017580458E1,-2.291675549E0,2.133345813E0,3.077385505E0
5.018577558E1,-2.498892686E0,2.300453682E0,3.331104378E0
5.019574558E1,-2.275212421E0,2.249221548E0,4.656373467E0
5.020571658E1,-1.795728897E0,1.691699183E0,6.375096434E0
5.021568758E1,-1.660141176E0,8.060553423E-1,7.844718075E0
5.022565833E1,-1.911713682E0,-2.572011825E-1,8.866116137E0
5.023562933E1,-2.249465669E0,-1.388154139E0,9.065532503E0
5.024560033E1,-2.540059716E0,-2.308729831E0,8.300341889E0
5.025557033E1,-2.732729857E0,-2.686705838E0,6.892521810E0
5.026554133E1,-2.583025933E0,-2.669624951E0,5.384152426E0
5.027551233E1,-2.063856041E0,-2.635033116E0,3.953659183E0
5.028548333E1,-1.654791850E0,-2.417500029E0,2.577170239E0
5.029545433E1,-1.289034332E0,-2.111244215E0,1.227632282E0
5.030542433E1,-8.983010164E-1,-1.800563814E0,2.150728709E-1
5.031539533E1,-5.689633191E-1,-1.552833951E0,-1.516200560E-1
5.032536633E1,-2.702992380E-1,-1.550844728E0,4.573692083E-3
5.033533733E1,-1.859769430E-1,-1.732461293E0,5.448950100E-1
5.034530833E1,-3.600264432E-1,-2.038820018E0,1.269149852E0
5.035527833E1,-6.948510946E-1,-2.403421395E0,1.685735900E0
5.036524933E1,-1.055772747E0,-2.702137224E0,1.813395236E0
5.037522033E1,-1.324701324E0,-2.881140084E0,1.572725009E0
5.038519133E1,-1.362922672E0,-2.810693999E0,9.683708328E-1
5.039516233E1,-1.206631276E0,-2.434037709E0,2.151424527E-2
5.040513333E1,-1.042641435E0,-1.929491703E0,-9.396194887E-1
5.041510333E1,-9.455127512E-1,-1.542572672E0,-1.779745095E0
5.042507433E1,-8.010960263E-1,-1.287788436E0,-2.362094445E0
5.043504533E1,-6.831104703E-1,-1.062471536E0,-2.664080329E0
5.044501633E1,-5.173916079E-1,-9.195205620E-1,-2.681613205E0
5.045498733E1,-2.949707787E-1,-7.848302418E-1,-2.513409861E0
5.046495733E1,-1.743723579E-1,-7.617085969E-1,-2.362837626E0
5.047492833E1,-1.590587376E-1,-8.033425266E-1,-2.342664732E0
5.048489933E1,-2.559247354E-1,-8.230508593E-1,-2.288565708E0
5.049487033E1,-4.439249247E-1,-8.787213224E-1,-2.269390934E0
5.050484133E1,-5.160644727E-1,-1.009822329E0,-2.344580864E0
5.051481133E1,-5.032389706E-1,-1.080669533E0,-2.479657978E0
5.052478233E1,-4.362745008E-1,-9.769539607E-1,-2.646671414E0
5.053475333E1,-3.827824909E-1,-7.885002467E-1,-2.744105907E0
5.054472433E1,-2.737943198E-1,-6.372383326E-1,-2.681582215E0
5.055469533E1,2.010378722E-2,-5.676184595E-1,-2.470011241E0
5.056466533E1,1.616074658E-1,-4.683619738E-1,-2.242001406E0
5.057463633E1,2.272032304E-1,-4.521523225E-1,-1.991982066E0
5.058460733E1,3.124932943E-1,-4.948407975E-1,-1.633178203E0
5.059457833E1,3.543373948E-1,-6.198066133E-1,-1.182284786E0
5.060454933E1,3.576502079E-1,-7.545106745E-1,-7.698350573E-1
5.061452033E1,3.475726413E-1,-8.470250282E-1,-4.515424579E-1
5.062449033E1,4.061864467E-1,-9.040833279E-1,-1.675806159E-1
5.063446133E1,4.224569820E-1,-9.794080371E-1,4.186723351E-2
5.064443233E1,3.910136895E-1,-1.104735211E0,1.180862743E-1
5.065440333E1,3.014210067E-1,-1.202642159E0,-1.493653697E-1
5.066437433E1,1.766095939E-1,-1.200987397E0,-6.276652712E-1
5.067434433E1,7.323517006E-2,-1.095733130E0,-1.017429557E0
5.068431533E1,1.084194746E-1,-1.038887961E0,-1.138569832E0
5.069428633E1,2.115871263E-1,-9.269892105E-1,-1.145511646E0
5.070425733E1,2.182372012E-1,-7.151542354E-1,-9.798857546E-1
5.071422833E1,2.047292925E-1,-5.549528056E-1,-5.349225837E-1
5.072419833E1,3.242396562E-1,-5.903562346E-1,2.707904041E-1
5.073416933E1,6.527429558E-1,-7.032188988E-1,1.203103212E0
5.074414033E1,1.051295314E0,-7.572106263E-1,1.752681257E0
5.075411133E1,1.382455004E0,-6.495534459E-1,1.953544809E0
5.076408233E1,1.605637378E0,-4.183431369E-1,1.926451735E0
5.077405233E1,1.678107915E0,-7.051771313E-2,1.849591840E0
5.078402333E1,1.679690172E0,3.312365806E-1,1.572830259E0
5.079399433E1,1.639191479E0,7.105223635E-1,1.177070823E0
5.080396533E1,1.704568905E0,9.500231472E-1,9.256142378E-1
5.081393633E1,1.879650621E0,1.089510231E0,1.009681996E0
5.082390633E1,1.884301497E0,1.124157030E0,1.473655050E0
5.083387733E1,1.564308235E0,9.876859403E-1,2.339477999E0
5.084384833E1,1.240575971E0,5.252869570E-1,3.498002624E0
5.085381933E1,9.812466940E-1,-2.798594356E-2,4.448617217E0
5.086379033E1,5.337897588E-1,-3.242017955E-1,4.718863830E0
5.087376133E1,1.903118860E-1,-4.127251321E-1,4.451588772E0
5.088373133E1,2.174975650E-1,-2.822296044E-1,4.061508737E0
5.089370233E1,5.045395741E-1,-2.037725419E-2,3.412473646E0
5.090367333E1,8.641651907E-1,4.086738887E-1,2.933270350E0
5.091364433E1,1.541646766E0,9.227403313E-1,2.642952000E0
5.092361533E1,2.220665208E0,1.267169692E0,2.295001153E0
5.093358533E1,2.788202684E0,1.396611259E0,1.835854391E0
5.094355633E1,3.121224127E0,1.455152705E0,1.407021934E0
5.095352733E1,2.996287547E0,1.441928935E0,1.181068565E0
5.096349833E1,2.638552555E0,1.126878032E0,9.325361717E-1
5.097346933E1,2.079778009E0,6.326131850E-1,6.943936962E-1
5.098343933E1,1.384954250E0,1.119379270E-1,3.064373696E-1
5.099341033E1,7.099588381E-1,-3.949700618E-1,-3.082885981E-1
5.100338133E1,1.884374148E-1,-7.777407852E-1,-1.020968876E0
5.101335233E1,-1.035737043E-1,-9.839875764E-1,-1.678427466E0
5.102332333E1,-1.676824305E-1,-1.014212711E0,-2.266204786E0
5.103329333E1,-4.476306707E-2,-8.459833467E-1,-2.798408414E0
5.104326433E1,1.527294190E-1,-5.609979495E-1,-3.268791770E0
5.105323533E1,3.437424593E-1,-2.806806770E-1,-3.606044551E0
5.106320633E1,5.296539500E-1,-1.294561851E-1,-3.825018684E0
5.107317733E1,5.924781892E-1,-1.141142607E-1,-4.035910796E0
5.108314733E1,4.342261481E-1,-1.660930842E-1,-4.318151218E0
5.109311833E1,1.414298940E-1,-1.989447883E-1,-4.537380874E0
5.110308933E1,-1.982700196E-1,-2.272233850E-1,-4.633889169E0
5.111306033E1,-5.452637500E-1,-2.229490703E-1,-4.529021110E0
5.112303133E1,-7.706714284E-1,-2.088920715E-1,-4.323763960E0
5.113300133E1,-9.847463988E-1,-1.104664752E-1,-4.071612725E0
5.114297233E1,-1.181106718E0,8.178705186E-2,-3.821795114E0
5.115294333E1,-1.273466559E0,2.900224811E-1,-3.552762383E0
5.116291433E1,-1.195562131E0,6.025576195E-1,-3.260000482E0
5.117288533E1,-1.104936647E0,9.915986046E-1,-2.867080454E0
5.118285533E1,-1.117131308E0,1.297645380E0,-2.569896303E0
5.119282633E1,-1.252136793E0,1.521914167E0,-2.416141428E0
5.120279733E1,-1.318537774E0,1.687987371E0,-2.303325834E0
5.121276833E1,-1.307241392E0,1.869100490E0,-2.109195351E0
5.122273933E1,-1.217428744E0,2.032891526E0,-1.837574058E0
5.123270921E1,-1.109901226E0,2.118302389E0,-1.641847284E0
5.124268021E1,-9.788683391E-1,2.255727160E0,-1.430848753E0
5.125265121E1,-9.521437861E-1,2.453289374E0,-1.110248258E0
5.126262221E1,-9.354174603E-1,2.529667751E0,-7.110986066E-1
5.127259321E1,-8.784657991E-1,2.456676666E0,-2.212750125E-1
5.128256321E1,-8.944405384E-1,2.417276665E0,4.058224940E-1
5.129253421E1,-1.005379615E0,2.377349538E0,1.145941417E0
5.130250521E1,-1.154544571E0,2.167022852E0,1.822844337E0
5.131247621E1,-1.342151024E0,1.787363724E0,2.116718379E0
5.132244721E1,-1.801811610E0,1.513870153E0,1.787262275E0
5.133241721E1,-2.361072790E0,1.513699706E0,1.197623786E0
5.134238821E1,-2.756614271E0,1.642648938E0,8.652347195E-1
5.135235921E1,-2.944294983E0,1.643012050E0,1.252976453E0
5.136233021E1,-2.599668571E0,1.595216032E0,2.955457610E0
5.137230121E1,-1.811318159E0,1.301638444E0,5.656272486E0
5.138227121E1,-1.107997738E0,6.961528310E-1,8.255702491E0
5.139224221E1,-7.864748443E-1,-1.499044830E-1,1.016387466E1
5.140221321E1,-7.843887770E-1,-1.121116770E0,1.084153538E1
5.141218421E1,-1.049394092E0,-1.920718541E0,1.004394476E1
5.142215521E1,-1.220115248E0,-2.172974148E0,8.099395891E0
5.143212521E1,-1.121261270E0,-1.902979550E0,6.161933849E0
5.144209621E1,-7.917662090E-1,-1.461844844E0,4.478156181E0
5.145206721E1,-4.324655149E-1,-8.631136420E-1,3.203115844E0
5.146203821E1,5.488964058E-2,-3.915605503E-1,2.509788680E0
5.147200921E1,5.785382809E-1,-3.592190158E-1,2.289616452E0
5.148197921E1,9.839794634E-1,-6.784571099E-1,2.454759949E0
5.149195021E1,1.067876702E0,-1.125690755E0,2.552491481E0
5.150192121E1,9.004303531E-1,-1.440535251E0,2.500331978E0
5.151189221E1,5.081476716E-1,-1.791345971E0,2.054558383E0
5.152186321E1,4.672056869E-2,-2.125617549E0,1.268933505E0
5.153183321E1,-2.172076893E-1,-2.346488226E0,3.620484835E-1
5.154180421E1,-3.187168879E-1,-2.392560485E0,-5.484957254E-1
5.155177521E1,-2.934549063E-1,-2.205987235E0,-1.338359250E0
5.156174621E1,-1.398068532E-1,-1.942231909E0,-2.050420893E0
5.157171721E1,1.759112902E-2,-1.568712358E0,-2.703066639E0
5.158168721E1,2.474442261E-1,-1.159166941E0,-3.194950792E0
5.159165821E1,4.015086376E-1,-8.286770502E-1,-3.561277099E0
5.160162921E1,4.469852842E-1,-5.946553999E-1,-3.841349373E0
5.161160021E1,4.656290583E-1,-5.091047877E-1,-3.866247402E0
5.162157121E1,4.402504613E-1,-5.356797981E-1,-3.661214785E0
5.163154121E1,4.514317263E-1,-7.049868044E-1,-3.415635821E0
5.164151221E1,4.648602225E-1,-8.121142271E-1,-3.148957179E0
5.165148321E1,4.617771684E-1,-8.048449686E-1,-2.921078321E0
5.166145421E1,5.541882091E-1,-8.528207883E-1,-2.901401855E0
5.167142521E1,6.523872989E-1,-8.893214473E-1,-2.962206466E0
5.168139521E1,7.132189532E-1,-8.426261678E-1,-3.019416209E0
5.169136621E1,8.369764419E-1,-8.079346374E-1,-3.041142123E0
5.170133721E1,8.626923501E-1,-7.227626324E-1,-3.044322424E0
5.171130821E1,8.820511656E-1,-5.488564986E-1,-2.946359342E0
5.172127821E1,9.636772728E-1,-4.276574591E-1,-2.627434074E0
5.173124921E1,1.040481985E0,-4.967820731E-1,-2.303233448E0
5.174122021E1,1.069685685E0,-5.419874820E-1,-2.127048655E0
5.175119121E1,1.002180311E0,-4.795377570E-1,-1.830884258E0
5.176116221E1,9.502665375E-1,-3.845327818E-1,-1.435372744E0
5.177113221E1,9.303912668E-1,-4.217254588E-1,-1.104183526E0
5.178110321E1,8.486351321E-1,-4.986341786E-1,-8.342187488E-1
5.179107421E1,7.637712754E-1,-5.496262845E-1,-4.162100726E-1
5.180104521E1,9.565319022E-1,-6.472680616E-1,-1.158479601E-1
5.181101621E1,1.203262549E0,-7.004908803E-1,-4.846698582E-2
5.182098621E1,1.255354662E0,-6.071669796E-1,-1.772255981E-1
5.183095721E1,1.156417581E0,-4.406602049E-1,-3.150877404E-1
5.184092821E1,1.116481390E0,-3.015134293E-1,-3.915137726E-1
5.185089921E1,1.179203888E0,-1.570527041E-1,-3.155502552E-1
5.186087021E1,1.277630361E0,-5.662911415E-2,-3.548558235E-2
5.187084021E1,1.303885383E0,-1.218659145E-1,3.997343731E-1
5.188081121E1,1.066671079E0,-3.593368372E-1,8.513341337E-1
5.189078221E1,6.351877872E-1,-6.614238784E-1,1.311918726E0
5.190075321E1,3.313573256E-1,-8.584165737E-1,1.781065396E0
5.191072321E1,1.998571732E-1,-8.155281240E-1,2.153444740E0
5.192069421E1,1.274338159E-1,-6.060592246E-1,2.530219436E0
5.193066521E1,3.721017841E-1,-4.178981638E-1,3.244166222E0
5.194063621E1,7.717153756E-1,-2.428708264E-1,4.370398428E0
5.195060721E1,1.055784076E0,-2.248795286E-1,5.785233412E0
5.196057721E1,1.418988554E0,-5.589104936E-1,7.178514975E0
5.197054821E1,1.693620286E0,-1.018660980E0,8.031669347E0
5.198051921E1,1.730246660E0,-1.403622071E0,7.800713684E0
5.199049021E1,1.623524011E0,-1.580005670E0,6.299581398E0
5.200046121E1,1.268984522E0,-1.382786687E0,3.907874315E0
5.201043121E1,1.196838359E0,-9.253826880E-1,1.714846264E0
5.202040221E1,1.451241210E0,-4.155776963E-1,-3.431321561E-2
5.203037321E1,1.754279301E0,2.411032131E-1,-1.136794617E0
5.204034421E1,2.240403070E0,8.109348437E-1,-1.594297142E0
